frame,time_seconds,log_energy,centroid_hz,bandwidth_hz,cepstrum_0,cepstrum_1,cepstrum_2,cepstrum_3,cepstrum_4,cepstrum_5,cepstrum_6,cepstrum_7,cepstrum_8,cepstrum_9,cepstrum_10,cepstrum_11,cepstrum_12,cepstrum_13,cepstrum_14,cepstrum_15,cepstrum_16,cepstrum_17,cepstrum_18,cepstrum_19
883,1.766000,10.032361,2027.821,758.205,15.805618,25.464624,-10.926901,-2.723072,-9.544216,5.111979,-8.195923,-0.193746,-2.370145,7.741930,1.268540,5.418440,0.209591,5.566104,-2.057197,0.757216,-3.219762,2.349609,-3.604431,0.040438
884,1.768000,10.028646,2024.665,760.471,15.908543,25.626095,-10.846192,-2.712928,-9.518998,5.374104,-8.137763,-0.238699,-2.349018,7.872992,1.212487,5.316535,0.192433,5.378608,-2.120559,0.873739,-3.309391,2.022238,-3.658336,0.102381
885,1.770000,10.004423,2027.120,766.433,15.948265,25.810076,-10.780396,-2.690330,-9.398041,5.643233,-8.055956,-0.222423,-2.365713,7.930734,1.145470,5.290953,0.175512,5.215020,-2.223766,0.985510,-3.382135,1.741126,-3.696383,0.184791
886,1.772000,9.959595,2034.842,775.679,15.923969,25.983456,-10.761048,-2.653011,-9.189128,5.868482,-7.951092,-0.125663,-2.412128,7.930629,1.085437,5.356200,0.190951,5.120994,-2.350281,1.071910,-3.423422,1.526223,-3.697413,0.299232
887,1.774000,9.900022,2045.797,786.740,15.840866,26.118391,-10.797756,-2.603549,-8.918919,6.005387,-7.847513,0.022972,-2.504074,7.881484,1.025560,5.488236,0.239429,5.117769,-2.493357,1.114612,-3.429154,1.368439,-3.654477,0.451121
888,1.776000,9.838747,2055.246,796.439,15.709206,26.192802,-10.869511,-2.545271,-8.623245,6.038938,-7.773391,0.171384,-2.652586,7.791874,0.951510,5.651408,0.310776,5.201694,-2.652116,1.107478,-3.402927,1.241900,-3.570239,0.635697
889,1.778000,9.793654,2056.336,800.321,15.555247,26.202034,-10.937338,-2.477492,-8.340678,5.983377,-7.754166,0.265993,-2.857132,7.665745,0.848836,5.814056,0.396571,5.350319,-2.824164,1.064239,-3.347869,1.126506,-3.460289,0.833018
890,1.780000,9.780619,2043.411,794.257,15.416666,26.154423,-10.969194,-2.403099,-8.115584,5.862266,-7.803699,0.272700,-3.099323,7.508887,0.718137,5.955218,0.491086,5.529848,-2.996967,1.018248,-3.262113,1.018948,-3.359551,1.000030
891,1.782000,9.804217,2016.676,776.931,15.328295,26.069271,-10.950375,-2.329902,-7.989235,5.703217,-7.904403,0.202029,-3.330573,7.342766,0.575693,6.055825,0.567887,5.687658,-3.165142,1.000292,-3.149629,0.923526,-3.318778,1.078214
892,1.784000,9.854290,1982.638,751.189,15.300930,25.969772,-10.878384,-2.270241,-7.977647,5.528991,-8.016459,0.085265,-3.495698,7.194596,0.444597,6.107494,0.598781,5.777816,-3.324309,1.028894,-3.012446,0.853772,-3.367619,1.025399
893,1.786000,9.913270,1948.787,722.317,15.310730,25.876753,-10.753361,-2.228177,-8.055505,5.356446,-8.103452,-0.060883,-3.575645,7.077969,0.338685,6.118677,0.576748,5.779571,-3.470429,1.096338,-2.854179,0.833564,-3.487979,0.855420
894,1.788000,9.967215,1919.272,694.925,15.321482,25.805588,-10.586417,-2.204862,-8.187213,5.194099,-8.146151,-0.222128,-3.579566,7.002477,0.264666,6.110168,0.518776,5.701634,-3.590220,1.184707,-2.675113,0.892091,-3.636517,0.615201
895,1.790000,10.010994,1894.947,671.578,15.306100,25.756195,-10.411036,-2.201637,-8.353924,5.052351,-8.141825,-0.372740,-3.528170,6.976443,0.222445,6.105219,0.456467,5.580361,-3.656708,1.280614,-2.482762,1.042297,-3.778690,0.355695
896,1.792000,10.046379,1875.234,653.217,15.267012,25.718763,-10.272742,-2.224180,-8.549576,4.937335,-8.101175,-0.497646,-3.455956,6.985490,0.195501,6.104993,0.417550,5.466036,-3.632265,1.375248,-2.300280,1.262026,-3.896712,0.127537
897,1.794000,10.077900,1859.424,639.906,15.222686,25.678841,-10.224972,-2.288909,-8.771404,4.848998,-8.032057,-0.590781,-3.397850,7.006409,0.160444,6.088770,0.408474,5.409070,-3.485276,1.460635,-2.163825,1.491268,-3.989711,-0.026674
898,1.796000,10.109185,1847.296,631.509,15.185980,25.618790,-10.304479,-2.403600,-9.003344,4.781197,-7.943070,-0.663673,-3.385550,7.027530,0.112246,6.036488,0.421426,5.435599,-3.213017,1.529447,-2.090318,1.674196,-4.054657,-0.081839
899,1.798000,10.139749,1839.464,628.315,15.150707,25.521412,-10.514210,-2.553021,-9.215031,4.725204,-7.851053,-0.736135,-3.444318,7.051736,0.074769,5.957726,0.459222,5.540977,-2.848070,1.578481,-2.063174,1.798429,-4.086185,-0.043372
900,1.800000,10.164297,1837.117,631.061,15.106684,25.388363,-10.823143,-2.708738,-9.371313,4.677432,-7.766315,-0.804793,-3.566310,7.088389,0.079623,5.884699,0.537466,5.698585,-2.446927,1.599283,-2.061172,1.877192,-4.093036,0.053213
901,1.802000,10.175407,1841.495,640.513,15.062076,25.255825,-11.168543,-2.833404,-9.435513,4.650861,-7.687692,-0.848323,-3.715657,7.141819,0.142795,5.848419,0.668876,5.879359,-2.067705,1.588427,-2.069891,1.929351,-4.090305,0.167104
902,1.804000,10.167876,1853.454,656.761,15.023291,25.149986,-11.498041,-2.912107,-9.403324,4.656358,-7.621854,-0.860354,-3.856088,7.206359,0.258881,5.864374,0.849659,6.063508,-1.757124,1.563114,-2.072624,1.977309,-4.076816,0.290399
903,1.806000,10.142295,1873.055,678.494,15.008389,25.092743,-11.761320,-2.935532,-9.298204,4.705728,-7.577562,-0.854343,-3.965944,7.262372,0.403240,5.918143,1.039308,6.221789,-1.564623,1.535859,-2.066578,2.027427,-4.052553,0.428723
904,1.808000,10.105981,1899.004,702.655,15.042872,25.110245,-11.908871,-2.892344,-9.159264,4.811959,-7.556297,-0.850995,-4.042284,7.289174,0.541185,5.969178,1.168698,6.309057,-1.538012,1.496843,-2.073062,2.068999,-4.038571,0.570687
905,1.810000,10.071702,1927.881,724.781,15.133746,25.208374,-11.921204,-2.790215,-9.036276,4.970990,-7.552724,-0.861857,-4.091407,7.284572,0.650885,5.984375,1.191650,6.291482,-1.686413,1.429637,-2.120551,2.095651,-4.057836,0.701943
906,1.812000,10.053525,1954.417,740.592,15.251014,25.342239,-11.836702,-2.668518,-8.979473,5.158024,-7.560343,-0.876436,-4.110982,7.275088,0.743852,5.977736,1.126195,6.186775,-1.954278,1.343933,-2.219551,2.112189,-4.122490,0.805358
907,1.814000,10.059896,1973.984,748.433,15.367283,25.458580,-11.712650,-2.565060,-9.011848,5.341728,-7.577229,-0.883326,-4.107234,7.279020,0.831579,5.981869,1.019307,6.048648,-2.260267,1.263439,-2.361959,2.124823,-4.223139,0.866894
908,1.816000,10.087274,1985.764,750.402,15.473185,25.524498,-11.592419,-2.498708,-9.116422,5.498948,-7.589787,-0.868620,-4.092652,7.298439,0.908404,6.009296,0.904615,5.927754,-2.545503,1.189379,-2.539460,2.122833,-4.336928,0.876251
909,1.818000,10.121692,1992.864,750.743,15.560189,25.518494,-11.507154,-2.477487,-9.249828,5.607937,-7.576720,-0.814194,-4.081656,7.327812,0.960881,6.048189,0.795965,5.856938,-2.777736,1.108459,-2.739358,2.094320,-4.429652,0.838750
910,1.820000,10.146769,1999.502,753.235,15.616621,25.434326,-11.472115,-2.503491,-9.360096,5.650303,-7.523567,-0.705107,-4.087442,7.354475,0.979922,6.078897,0.697855,5.848893,-2.944451,1.011666,-2.943976,2.038065,-4.472615,0.771087
911,1.822000,10.151561,2008.203,759.485,15.626619,25.284378,-11.482570,-2.578085,-9.405495,5.618841,-7.434197,-0.541032,-4.112482,7.365791,0.968850,6.092134,0.618978,5.901808,-3.039203,0.909162,-3.127658,1.963414,-4.454768,0.691282
912,1.824000,10.134094,2018.635,768.578,15.571388,25.096502,-11.525721,-2.701628,-9.371328,5.525445,-7.327624,-0.330586,-4.144619,7.366346,0.939895,6.092179,0.561470,5.995743,-3.069264,0.819497,-3.273048,1.877681,-4.383888,0.618136
913,1.826000,10.100794,2027.566,777.571,15.450253,24.917463,-11.575406,-2.862421,-9.269443,5.381690,-7.242666,-0.112563,-4.194098,7.351453,0.898781,6.087754,0.523627,6.112309,-3.032913,0.775974,-3.360945,1.798313,-4.262883,0.566348
914,1.828000,10.063631,2029.910,782.565,15.278868,24.789242,-11.605608,-3.044754,-9.133587,5.188045,-7.225167,0.052238,-4.291695,7.307061,0.849797,6.085748,0.503613,6.244085,-2.916655,0.814623,-3.377380,1.746558,-4.092551,0.538038
915,1.830000,10.034871,2021.426,780.313,15.076717,24.729918,-11.603951,-3.237246,-9.007791,4.942625,-7.306478,0.113491,-4.456106,7.227848,0.804689,6.089356,0.499980,6.386764,-2.715531,0.948855,-3.328231,1.731470,-3.884858,0.524627
916,1.832000,10.020127,2002.110,770.022,14.841679,24.710701,-11.589617,-3.438492,-8.935311,4.655519,-7.474464,0.077447,-4.647231,7.146540,0.795569,6.107430,0.514283,6.527721,-2.452297,1.148147,-3.247005,1.742232,-3.680317,0.497713
917,1.834000,10.014879,1976.874,754.241,14.581421,24.710178,-11.572158,-3.626070,-8.933366,4.352598,-7.692922,-0.026116,-4.810631,7.086663,0.824090,6.122561,0.524150,6.637638,-2.162658,1.368998,-3.149145,1.797229,-3.506049,0.451922
918,1.836000,10.007550,1952.636,737.956,14.324445,24.740902,-11.533799,-3.751975,-8.974785,4.077257,-7.916736,-0.164510,-4.904294,7.052020,0.865299,6.104850,0.497171,6.689212,-1.875557,1.574260,-3.032299,1.927875,-3.374288,0.398388
919,1.838000,9.986131,1935.022,726.344,14.090367,24.826990,-11.452625,-3.780188,-9.002085,3.869379,-8.111952,-0.301710,-4.912015,7.041055,0.903446,6.043197,0.419758,6.678279,-1.613779,1.741804,-2.893739,2.146836,-3.278615,0.360571
920,1.840000,9.943306,1927.151,722.743,13.876015,24.979733,-11.324965,-3.714564,-8.958838,3.746825,-8.265367,-0.396905,-4.844252,7.057453,0.942771,5.953624,0.307354,6.626972,-1.400461,1.864657,-2.743728,2.424474,-3.216884,0.347595
921,1.842000,9.879271,1929.865,727.666,13.677784,25.184452,-11.168272,-3.593501,-8.816535,3.709378,-8.369976,-0.412725,-4.725361,7.111062,0.993050,5.866849,0.188688,6.556319,-1.266968,1.936126,-2.598253,2.702661,-3.202525,0.360497
922,1.844000,9.802547,1941.861,738.475,13.492800,25.381054,-11.031208,-3.490213,-8.614849,3.717904,-8.449021,-0.363776,-4.617709,7.181993,1.034122,5.803619,0.092580,6.484053,-1.219464,1.977965,-2.428059,2.964180,-3.210258,0.450253
923,1.846000,9.727768,1959.436,749.900,13.326933,25.507462,-10.942914,-3.448561,-8.410269,3.748800,-8.504192,-0.270947,-4.555888,7.260541,1.054788,5.788016,0.044164,6.428182,-1.249140,2.002997,-2.222677,3.175672,-3.238582,0.628797
924,1.848000,9.669318,1977.215,756.265,13.209190,25.557842,-10.875107,-3.457550,-8.241458,3.802647,-8.503325,-0.149530,-4.532760,7.334130,1.043078,5.815599,0.036501,6.393914,-1.352057,2.000778,-2.016079,3.283371,-3.306412,0.850579
925,1.850000,9.634824,1990.232,754.356,13.178175,25.582661,-10.769882,-3.471527,-8.125704,3.899803,-8.397678,0.002904,-4.512143,7.390233,0.986299,5.859399,0.034380,6.369911,-1.535735,1.944063,-1.879871,3.233111,-3.447071,1.034482
926,1.852000,9.622592,1996.183,744.850,13.241875,25.630596,-10.593681,-3.458433,-8.081833,4.049500,-8.171897,0.191967,-4.462274,7.415474,0.878068,5.894565,0.007284,6.347527,-1.782060,1.836502,-1.848503,3.040029,-3.650818,1.141402
927,1.854000,9.625168,1995.476,731.032,13.356756,25.701422,-10.361531,-3.420919,-8.132331,4.234423,-7.862871,0.411882,-4.360865,7.417320,0.738954,5.917319,-0.050574,6.333518,-2.040834,1.725038,-1.895423,2.785702,-3.865227,1.187045
928,1.856000,9.634876,1989.349,716.240,13.469019,25.779552,-10.098133,-3.373025,-8.276276,4.426630,-7.531824,0.639347,-4.200484,7.416263,0.602774,5.929425,-0.136242,6.331979,-2.274698,1.645683,-1.982676,2.547720,-4.045475,1.193052
929,1.858000,9.647182,1978.400,702.360,13.545793,25.858295,-9.825087,-3.335579,-8.491095,4.590628,-7.247576,0.826682,-4.000949,7.417966,0.492522,5.931297,-0.233956,6.357825,-2.456523,1.610066,-2.079472,2.376633,-4.165293,1.171428
930,1.860000,9.660678,1962.776,689.825,13.585149,25.948521,-9.552710,-3.320596,-8.727631,4.701874,-7.060985,0.920963,-3.796830,7.406563,0.409450,5.915621,-0.320693,6.436251,-2.558666,1.616566,-2.159302,2.298722,-4.214415,1.122495
931,1.862000,9.675119,1943.084,678.247,13.585659,26.048670,-9.298901,-3.330637,-8.927380,4.761201,-6.975220,0.906074,-3.604329,7.375843,0.355359,5.877738,-0.380366,6.570902,-2.582772,1.638326,-2.216850,2.305421,-4.203595,1.041588
932,1.864000,9.688317,1921.442,667.550,13.540591,26.150272,-9.081322,-3.352670,-9.047277,4.784698,-6.956934,0.796163,-3.441737,7.318859,0.330329,5.821145,-0.405841,6.738061,-2.556280,1.650006,-2.250552,2.366668,-4.159935,0.927792
933,1.866000,9.694990,1901.389,658.831,13.448012,26.246340,-8.918625,-3.360758,-9.069771,4.788999,-6.961742,0.625890,-3.334072,7.227607,0.332094,5.757099,-0.401114,6.892498,-2.524167,1.644070,-2.250322,2.456210,-4.107259,0.794642
934,1.868000,9.689478,1886.644,654.281,13.319756,26.320541,-8.847972,-3.330372,-8.993723,4.781349,-6.964056,0.431205,-3.306946,7.089601,0.353431,5.701288,-0.374436,6.985963,-2.527051,1.625686,-2.208695,2.560008,-4.056149,0.658091
935,1.870000,9.669530,1879.918,656.160,13.175747,26.347870,-8.909242,-3.242749,-8.827901,4.760812,-6.966089,0.243486,-3.367376,6.892491,0.382422,5.670342,-0.339168,6.975921,-2.587258,1.598369,-2.139911,2.670698,-4.004704,0.529767
936,1.872000,9.638694,1882.139,665.213,13.029007,26.308475,-9.112396,-3.091604,-8.600157,4.721613,-6.985027,0.081977,-3.496773,6.635130,0.408340,5.679173,-0.312429,6.834573,-2.706069,1.557161,-2.079373,2.780934,-3.945897,0.417498
937,1.874000,9.606152,1892.081,679.859,12.882084,26.199125,-9.427638,-2.892539,-8.354569,4.666452,-7.036896,-0.061466,-3.664194,6.337255,0.425542,5.728262,-0.303065,6.565883,-2.870612,1.492418,-2.055728,2.885679,-3.876420,0.328981
938,1.876000,9.584332,1906.122,696.337,12.735394,26.031563,-9.807462,-2.679731,-8.131865,4.607809,-7.130661,-0.211365,-3.842382,6.029808,0.435123,5.803859,-0.308581,6.207544,-3.059126,1.402919,-2.076944,2.976254,-3.801387,0.270049
939,1.878000,9.583443,1919.213,710.199,12.598883,25.828432,-10.206665,-2.493701,-7.958807,4.553917,-7.265408,-0.375257,-4.004811,5.749174,0.444078,5.883526,-0.321675,5.818667,-3.241771,1.301547,-2.138067,3.030405,-3.733671,0.239390
940,1.880000,9.605440,1927.370,718.602,12.505226,25.635376,-10.581736,-2.362300,-7.847764,4.507129,-7.423396,-0.518421,-4.115900,5.537684,0.455823,5.943443,-0.330686,5.475506,-3.366883,1.231525,-2.214676,3.028469,-3.691894,0.226012
941,1.882000,9.644091,1929.455,721.232,12.500254,25.512333,-10.886089,-2.283949,-7.787077,4.477143,-7.561804,-0.572601,-4.131824,5.444388,0.477421,5.973834,-0.313530,5.255095,-3.375454,1.242706,-2.274362,2.968735,-3.689511,0.227958
942,1.884000,9.690516,1926.485,719.386,12.589575,25.473055,-11.099622,-2.244702,-7.754328,4.457104,-7.666997,-0.517201,-4.054104,5.487924,0.511671,5.980434,-0.246827,5.199243,-3.252857,1.337653,-2.309641,2.861112,-3.727548,0.250843
943,1.886000,9.738764,1919.900,714.560,12.719622,25.462013,-11.249178,-2.250782,-7.741933,4.415566,-7.771692,-0.399500,-3.928957,5.640020,0.549085,5.966878,-0.130560,5.293407,-3.041330,1.476238,-2.333711,2.720544,-3.794756,0.288591
944,1.888000,9.787948,1910.643,707.677,12.840389,25.424299,-11.369476,-2.318281,-7.755768,4.345680,-7.886398,-0.253938,-3.777053,5.857285,0.580395,5.939435,0.025044,5.506185,-2.780726,1.625657,-2.360209,2.559880,-3.872849,0.331495
945,1.890000,9.840204,1899.177,699.098,12.924885,25.329386,-11.484114,-2.452407,-7.808073,4.275374,-7.990588,-0.093806,-3.600051,6.093801,0.606877,5.917803,0.207543,5.799254,-2.493295,1.773856,-2.392643,2.391648,-3.945222,0.370608
946,1.892000,9.896648,1885.936,689.010,12.961256,25.166763,-11.600233,-2.635679,-7.904587,4.237511,-8.068684,0.047582,-3.424512,6.296977,0.634802,5.930095,0.396618,6.117966,-2.197067,1.924522,-2.412505,2.244881,-3.997551,0.394209
947,1.894000,9.954287,1871.797,677.939,12.951782,24.947001,-11.710793,-2.838944,-8.037868,4.255625,-8.108095,0.132552,-3.294648,6.418528,0.654061,5.991521,0.564516,6.400083,-1.919717,2.068382,-2.414616,2.144526,-4.022372,0.400350
948,1.896000,10.005451,1858.188,666.988,12.907742,24.701141,-11.792896,-3.032007,-8.190832,4.330794,-8.107477,0.137725,-3.250887,6.430761,0.637695,6.094288,0.691579,6.609378,-1.671928,2.194561,-2.406378,2.099905,-4.018174,0.392529
949,1.898000,10.040651,1846.621,657.527,12.858942,24.496656,-11.793013,-3.173464,-8.334480,4.443595,-8.090294,0.049455,-3.330989,6.306950,0.537876,6.190927,0.752413,6.729114,-1.451979,2.296208,-2.390888,2.113934,-3.970798,0.391024
950,1.900000,10.053548,1838.080,650.590,12.808414,24.354561,-11.703243,-3.255490,-8.456844,4.573339,-8.069532,-0.092986,-3.511125,6.076592,0.361919,6.267400,0.763554,6.788178,-1.245219,2.372083,-2.366778,2.171891,-3.884189,0.396488
951,1.902000,10.044969,1832.646,646.344,12.766686,24.265697,-11.544048,-3.273749,-8.543850,4.717765,-8.024672,-0.212937,-3.718474,5.813067,0.157074,6.324048,0.749010,6.812212,-1.066494,2.403751,-2.340688,2.231243,-3.796850,0.394530
952,1.904000,10.024359,1829.497,643.888,12.780303,24.226425,-11.333712,-3.210192,-8.583511,4.873803,-7.936784,-0.260788,-3.891725,5.587772,-0.028499,6.360622,0.732656,6.828066,-0.935458,2.393469,-2.298032,2.248410,-3.776091,0.353252
953,1.906000,10.007650,1827.169,641.603,12.907269,24.239906,-11.087976,-3.054916,-8.572046,5.043670,-7.794695,-0.227143,-3.996333,5.461677,-0.149926,6.380091,0.723650,6.845218,-0.873547,2.355171,-2.227435,2.182402,-3.894583,0.239327
954,1.908000,10.011133,1824.067,637.944,13.143401,24.265167,-10.874712,-2.875751,-8.566702,5.197459,-7.643680,-0.183704,-4.076632,5.441010,-0.193606,6.383609,0.704627,6.857947,-0.867849,2.340475,-2.104333,2.050500,-4.137681,0.097506
955,1.910000,10.042698,1819.399,632.496,13.453833,24.289177,-10.723120,-2.720966,-8.596021,5.342679,-7.500634,-0.179857,-4.179571,5.509205,-0.160103,6.387010,0.658008,6.854203,-0.892603,2.382349,-1.945146,1.871682,-4.464484,-0.044103
956,1.912000,10.096170,1813.917,626.603,13.786722,24.327816,-10.611901,-2.586205,-8.642288,5.506602,-7.342325,-0.205366,-4.314326,5.637615,-0.068379,6.404376,0.583224,6.830807,-0.933533,2.462981,-1.803215,1.660545,-4.823012,-0.187267
957,1.914000,10.154125,1809.626,622.852,14.083757,24.391068,-10.526546,-2.462773,-8.677567,5.691989,-7.156241,-0.238963,-4.468362,5.793421,0.055034,6.438911,0.500668,6.808465,-0.971238,2.554315,-1.713147,1.458083,-5.135941,-0.319757
958,1.916000,10.196298,1808.821,624.007,14.296955,24.474773,-10.475563,-2.358305,-8.671926,5.885171,-6.954880,-0.275575,-4.617912,5.952929,0.183969,6.473101,0.425568,6.801781,-0.998254,2.621493,-1.695392,1.306049,-5.338497,-0.422508
959,1.918000,10.205979,1813.560,632.374,14.393431,24.570938,-10.466856,-2.289196,-8.604825,6.064939,-6.768335,-0.330204,-4.748967,6.091232,0.291757,6.476735,0.359756,6.805477,-1.018682,2.639745,-1.747432,1.240272,-5.391449,-0.475266
960,1.920000,10.172666,1825.720,649.579,14.337681,24.660027,-10.495520,-2.268817,-8.476751,6.216284,-6.607833,-0.396346,-4.844156,6.198072,0.380582,6.446596,0.307843,6.796082,-1.044952,2.600541,-1.859915,1.259762,-5.303806,-0.471051
961,1.922000,10.092660,1847.179,676.421,14.117392,24.739634,-10.530317,-2.292455,-8.308527,6.321022,-6.491707,-0.473730,-4.919245,6.246209,0.448787,6.389512,0.274396,6.752065,-1.070738,2.544474,-1.984605,1.371108,-5.093250,-0.398670
962,1.924000,9.969162,1879.576,712.387,13.724112,24.781916,-10.567875,-2.363874,-8.124170,6.380603,-6.425355,-0.535726,-4.966846,6.242583,0.511149,6.325683,0.266943,6.654131,-1.111245,2.485934,-2.099598,1.559942,-4.806945,-0.270138
963,1.926000,9.812769,1923.156,754.765,13.189361,24.779217,-10.602556,-2.480332,-7.941337,6.400267,-6.426508,-0.569479,-4.990298,6.185944,0.556031,6.253808,0.281186,6.496933,-1.178664,2.435096,-2.176052,1.837319,-4.470362,-0.089253
964,1.928000,9.641775,1974.544,797.883,12.564798,24.729362,-10.628118,-2.641234,-7.777657,6.384148,-6.502938,-0.563673,-4.984028,6.082375,0.571003,6.169275,0.305763,6.288498,-1.273043,2.391686,-2.198978,2.202769,-4.106475,0.132009
965,1.930000,9.480639,2024.440,833.717,11.928701,24.658783,-10.617855,-2.841779,-7.658829,6.324738,-6.654898,-0.527443,-4.952413,5.941173,0.551529,6.079214,0.338343,6.068035,-1.359545,2.367935,-2.157530,2.632774,-3.741102,0.365231
966,1.932000,9.355485,2058.504,854.550,11.377403,24.612183,-10.541689,-3.074344,-7.616421,6.210872,-6.860645,-0.476322,-4.900538,5.792928,0.518357,6.012208,0.392395,5.898486,-1.397048,2.364528,-2.074913,3.047595,-3.423246,0.568244
967,1.934000,9.287049,2064.083,856.048,11.010265,24.630524,-10.384331,-3.310451,-7.667059,6.035768,-7.085990,-0.441873,-4.855231,5.669540,0.501818,5.998874,0.486885,5.842614,-1.366366,2.370302,-1.992529,3.348901,-3.190194,0.723294
968,1.936000,9.285245,2038.827,838.152,10.881277,24.708414,-10.174180,-3.500605,-7.795782,5.822299,-7.267946,-0.430635,-4.846066,5.587175,0.503260,6.029072,0.609640,5.914879,-1.288041,2.374645,-1.931810,3.486453,-3.045122,0.836431
969,1.938000,9.347968,1992.132,804.496,11.001513,24.819248,-9.963694,-3.605917,-7.982594,5.594306,-7.357492,-0.426556,-4.879063,5.542806,0.491396,6.073367,0.730261,6.079298,-1.190471,2.383676,-1.883278,3.480602,-2.976345,0.904443
970,1.940000,9.462763,1938.109,761.679,11.329287,24.912418,-9.825167,-3.638754,-8.221700,5.365529,-7.361992,-0.420142,-4.928097,5.535042,0.444135,6.128812,0.826049,6.281640,-1.084957,2.414199,-1.827755,3.395654,-2.963619,0.921940
971,1.942000,9.608959,1887.969,717.371,11.790452,24.946743,-9.809748,-3.636394,-8.500527,5.144670,-7.330311,-0.420166,-4.970475,5.557295,0.354973,6.192387,0.870339,6.464944,-0.980742,2.475818,-1.745391,3.299543,-2.980124,0.901065
972,1.944000,9.761699,1847.305,677.750,12.291044,24.909443,-9.925488,-3.629818,-8.792120,4.936811,-7.312344,-0.433178,-4.999451,5.597508,0.235239,6.257893,0.852782,6.599797,-0.884612,2.571492,-1.621242,3.234972,-3.003474,0.869926
973,1.946000,9.897910,1817.211,646.245,12.743088,24.825134,-10.131380,-3.618381,-9.054709,4.746802,-7.340181,-0.466321,-5.031012,5.630780,0.094249,6.308671,0.779654,6.682195,-0.798171,2.706773,-1.441126,3.222765,-3.015399,0.861492
974,1.948000,10.000854,1796.481,623.849,13.084810,24.743038,-10.353850,-3.565258,-9.229986,4.602563,-7.392258,-0.493421,-5.054871,5.661423,-0.041860,6.336142,0.668221,6.714314,-0.737684,2.863325,-1.226171,3.231869,-3.038805,0.867479
975,1.950000,10.060712,1783.421,610.313,13.279418,24.702288,-10.527756,-3.435266,-9.275289,4.528451,-7.429656,-0.485182,-5.052106,5.698582,-0.151801,6.332519,0.535247,6.698527,-0.720828,3.019734,-1.005521,3.220813,-3.100962,0.865582
976,1.952000,10.073141,1776.917,605.319,13.302740,24.699291,-10.636847,-3.235604,-9.193542,4.513894,-7.437239,-0.438471,-5.018431,5.734340,-0.230082,6.290216,0.397680,6.642235,-0.748646,3.173597,-0.786457,3.180120,-3.193150,0.854452
977,1.954000,10.037841,1776.802,609.052,13.174604,24.737293,-10.671286,-2.978220,-8.989423,4.552753,-7.397953,-0.349884,-4.940708,5.764470,-0.272418,6.206432,0.268943,6.550495,-0.823030,3.309262,-0.586669,3.107191,-3.304559,0.818888
978,1.956000,9.957757,1783.912,622.297,12.905090,24.764431,-10.693349,-2.745267,-8.727908,4.594340,-7.343515,-0.259225,-4.831882,5.773961,-0.282806,6.089195,0.175060,6.453497,-0.919201,3.422993,-0.401802,3.051455,-3.373277,0.790495
979,1.958000,9.838988,1799.989,646.060,12.560606,24.784744,-10.724258,-2.582367,-8.444237,4.626844,-7.278737,-0.187364,-4.694881,5.763000,-0.262481,5.957919,0.142149,6.381404,-1.018430,3.483230,-0.264682,3.033968,-3.367781,0.775747
980,1.960000,9.691423,1827.241,680.492,12.219843,24.821133,-10.766747,-2.514518,-8.174110,4.655844,-7.192089,-0.131010,-4.539145,5.727533,-0.234132,5.824903,0.179741,6.354008,-1.104866,3.463447,-0.221215,3.053540,-3.280663,0.781340
981,1.962000,9.529911,1867.437,723.544,11.950563,24.885128,-10.822357,-2.557692,-7.970376,4.679775,-7.081135,-0.082854,-4.391518,5.645066,-0.259555,5.673476,0.269226,6.369719,-1.169245,3.362665,-0.298744,3.109108,-3.101342,0.844356
982,1.964000,9.374483,1919.852,769.901,11.793320,24.963383,-10.895623,-2.704624,-7.875978,4.696908,-6.958609,-0.037572,-4.258866,5.537709,-0.361227,5.509610,0.387501,6.407230,-1.227075,3.193899,-0.513137,3.175166,-2.857094,0.973925
983,1.966000,9.247835,1978.405,811.465,11.765291,25.044174,-10.973020,-2.906221,-7.887589,4.707080,-6.865425,-0.020975,-4.146082,5.454637,-0.512025,5.359825,0.502477,6.426809,-1.311492,2.993612,-0.834014,3.230075,-2.597578,1.141444
984,1.968000,9.169463,2030.638,840.280,11.858183,25.133732,-11.031401,-3.100444,-7.956738,4.720241,-6.833146,-0.061423,-4.062435,5.426378,-0.674895,5.256922,0.593879,6.406830,-1.441825,2.805799,-1.196198,3.256601,-2.380352,1.300047
985,1.970000,9.148817,2062.580,852.618,12.040274,25.246946,-11.060459,-3.249920,-8.017650,4.749599,-6.863349,-0.161679,-4.003160,5.460245,-0.823292,5.232445,0.676361,6.365362,-1.611838,2.658518,-1.529919,3.244454,-2.258425,1.401476
986,1.972000,9.181871,2067.185,850.085,12.269196,25.393267,-11.062098,-3.344039,-8.014658,4.801864,-6.948737,-0.320778,-3.967203,5.533671,-0.961683,5.276187,0.758671,6.320774,-1.818099,2.548297,-1.785445,3.201121,-2.259630,1.411016
987,1.974000,9.253069,2048.141,837.423,12.485334,25.543602,-11.057674,-3.395926,-7.928467,4.872314,-7.087334,-0.536922,-3.955719,5.618437,-1.102373,5.348578,0.837943,6.287457,-2.055985,2.455871,-1.938367,3.150433,-2.375075,1.317830
988,1.976000,9.341738,2016.172,820.323,12.628166,25.646986,-11.066556,-3.426145,-7.777476,4.946813,-7.275006,-0.787095,-3.958099,5.702626,-1.237748,5.411943,0.911563,6.276994,-2.306672,2.362980,-1.992849,3.104271,-2.575305,1.130210
