frame,time_seconds,log_energy,centroid_hz,bandwidth_hz,cepstrum_0,cepstrum_1,cepstrum_2,cepstrum_3,cepstrum_4,cepstrum_5,cepstrum_6,cepstrum_7,cepstrum_8,cepstrum_9,cepstrum_10,cepstrum_11,cepstrum_12,cepstrum_13,cepstrum_14,cepstrum_15,cepstrum_16,cepstrum_17,cepstrum_18,cepstrum_19
238,0.476000,6.162135,1643.225,1357.936,-6.038470,16.189796,-4.589187,4.925848,-1.251329,7.306144,-4.848798,2.201697,-4.627366,2.439510,-5.946228,0.294569,-3.441823,0.814344,-5.998597,2.554146,-1.236654,0.868743,-5.334394,0.139007
239,0.478000,6.184941,1625.847,1346.622,-6.085694,16.163454,-4.405358,4.919762,-1.097070,7.181553,-4.776598,2.452784,-4.484674,2.127180,-6.187797,0.169379,-3.190464,0.676682,-6.066284,2.296246,-1.210913,0.655033,-5.320799,0.214437
240,0.480000,6.238001,1590.690,1315.016,-5.954840,16.274124,-3.940645,4.959805,-0.793767,7.026371,-4.661356,2.547829,-4.265779,1.852098,-6.242960,0.158110,-2.749881,0.680698,-5.839380,2.044256,-1.087860,0.441902,-5.328635,0.194213
241,0.482000,6.308113,1546.175,1269.505,-5.721866,16.496012,-3.340948,5.036458,-0.438057,6.870888,-4.594246,2.476141,-4.045167,1.645505,-6.195971,0.249470,-2.258035,0.832847,-5.375062,1.813198,-0.931021,0.297405,-5.371341,0.129357
242,0.484000,6.379389,1501.719,1218.554,-5.473374,16.741468,-2.748358,5.100997,-0.060472,6.761074,-4.574546,2.278502,-3.823002,1.533381,-6.089560,0.375398,-1.849341,1.071115,-4.775813,1.580843,-0.800497,0.268449,-5.400940,0.081589
243,0.486000,6.436872,1464.709,1170.637,-5.264061,16.943428,-2.232804,5.106651,0.308905,6.684569,-4.585930,1.991611,-3.598904,1.497448,-5.932797,0.489296,-1.572881,1.333961,-4.136629,1.345206,-0.713672,0.360548,-5.382378,0.052936
244,0.488000,6.468881,1439.690,1133.000,-5.128057,17.071358,-1.805173,5.055283,0.630631,6.616147,-4.598995,1.670943,-3.374474,1.512031,-5.727126,0.594769,-1.404325,1.587281,-3.543416,1.132480,-0.653146,0.556172,-5.306868,0.020531
245,0.490000,6.468514,1428.922,1111.035,-5.078721,17.102570,-1.469931,4.965217,0.868542,6.529887,-4.592612,1.356253,-3.153474,1.567844,-5.488205,0.688059,-1.304860,1.812982,-3.064237,0.966527,-0.601605,0.821177,-5.177805,-0.042876
246,0.492000,6.434300,1433.190,1108.073,-5.100107,17.024597,-1.233365,4.853475,1.007616,6.401728,-4.557812,1.065478,-2.940887,1.676421,-5.240329,0.741471,-1.249158,2.001031,-2.735255,0.863133,-0.544347,1.119215,-5.002878,-0.151223
247,0.494000,6.370377,1451.987,1124.989,-5.164640,16.837862,-1.092426,4.732824,1.059492,6.216101,-4.500574,0.801145,-2.749587,1.845449,-5.006301,0.721720,-1.228109,2.140882,-2.567625,0.819959,-0.472640,1.415987,-4.796270,-0.296173
248,0.496000,6.286471,1482.901,1159.309,-5.244666,16.567644,-1.024131,4.610921,1.049276,5.965448,-4.453197,0.552439,-2.598929,2.066512,-4.785012,0.625499,-1.237298,2.216990,-2.562422,0.805830,-0.397742,1.676130,-4.577775,-0.443712
249,0.498000,6.197200,1520.789,1204.658,-5.330414,16.247042,-1.009539,4.486536,1.006130,5.661736,-4.450895,0.312983,-2.502421,2.320690,-4.562956,0.469553,-1.280541,2.209637,-2.708536,0.782083,-0.339429,1.876823,-4.370793,-0.564009
250,0.500000,6.119399,1558.354,1251.874,-5.444227,15.889878,-1.051126,4.362408,0.973209,5.356089,-4.492645,0.098220,-2.460621,2.575866,-4.356103,0.250805,-1.376359,2.114103,-2.963235,0.738812,-0.298720,2.030407,-4.191196,-0.657212
251,0.502000,6.066817,1590.027,1292.885,-5.600942,15.516095,-1.166099,4.231615,0.970001,5.090845,-4.576991,-0.086502,-2.460340,2.807726,-4.188040,-0.030430,-1.529230,1.953736,-3.276038,0.663879,-0.285225,2.158864,-4.045805,-0.731204
252,0.504000,6.044299,1617.250,1325.465,-5.783307,15.160913,-1.378198,4.072195,0.984564,4.890938,-4.699988,-0.244774,-2.483115,2.989714,-4.084145,-0.353294,-1.712952,1.778615,-3.594640,0.547918,-0.310656,2.278371,-3.941032,-0.790777
253,0.506000,6.046315,1649.216,1354.635,-5.929411,14.887571,-1.691450,3.864227,0.989563,4.768449,-4.843778,-0.370037,-2.510901,3.081184,-4.067205,-0.662894,-1.867782,1.654615,-3.866458,0.389714,-0.387418,2.389500,-3.879586,-0.818772
254,0.508000,6.061813,1698.070,1388.914,-5.964424,14.771648,-2.062878,3.628480,0.978147,4.727720,-4.986272,-0.438924,-2.510528,3.068854,-4.126144,-0.872649,-1.915192,1.644312,-4.049360,0.201670,-0.523586,2.481626,-3.861655,-0.796544
255,0.510000,6.081984,1772.608,1433.704,-5.843655,14.883429,-2.371665,3.476794,1.027846,4.807399,-5.094018,-0.410320,-2.416516,3.025612,-4.182703,-0.903253,-1.807642,1.775533,-4.117083,0.045098,-0.670659,2.584537,-3.865783,-0.722658
256,0.512000,6.104957,1873.019,1486.458,-5.578277,15.238117,-2.505882,3.510791,1.217698,5.049902,-5.122631,-0.232779,-2.164566,3.054177,-4.159597,-0.751077,-1.562787,2.024778,-4.080764,-0.012079,-0.761572,2.763171,-3.834234,-0.590571
257,0.514000,6.134734,1988.819,1537.765,-5.220482,15.767842,-2.475778,3.676773,1.460077,5.358055,-5.125651,0.060781,-1.783905,3.179754,-4.063049,-0.499754,-1.256252,2.308290,-4.022272,0.008649,-0.824227,3.005858,-3.763611,-0.425340
258,0.516000,6.177236,2100.328,1576.970,-4.820737,16.378275,-2.355784,3.860920,1.596253,5.574587,-5.203647,0.381640,-1.369663,3.364440,-3.956047,-0.258577,-0.969000,2.539079,-4.020938,0.059919,-0.915653,3.259544,-3.695144,-0.273592
259,0.518000,6.235633,2186.031,1598.061,-4.386819,17.033360,-2.179955,4.024205,1.548851,5.622549,-5.397855,0.673337,-0.998389,3.584723,-3.864566,-0.058945,-0.698579,2.717510,-4.074884,0.140658,-1.051035,3.482033,-3.671729,-0.173356
260,0.520000,6.307000,2233.151,1601.302,-3.943922,17.703852,-1.975386,4.179274,1.332844,5.518474,-5.686134,0.913910,-0.728918,3.806553,-3.810932,0.093988,-0.430327,2.874764,-4.154275,0.269731,-1.199914,3.667179,-3.697581,-0.127186
261,0.522000,6.381712,2243.580,1590.844,-3.553510,18.340525,-1.790887,4.335770,1.007367,5.338264,-6.002605,1.118974,-0.581875,4.001188,-3.810851,0.199085,-0.177620,3.030202,-4.245665,0.446971,-1.325850,3.826834,-3.749361,-0.109128
262,0.524000,6.446995,2229.276,1571.833,-3.263534,18.914272,-1.670511,4.485673,0.622750,5.152374,-6.301672,1.297662,-0.557059,4.149537,-3.863725,0.269183,0.034390,3.198889,-4.339400,0.661510,-1.407046,3.967311,-3.805003,-0.086180
263,0.526000,6.492228,2202.798,1548.896,-3.095507,19.414917,-1.644736,4.614289,0.214402,5.012627,-6.567619,1.450377,-0.635395,4.252027,-3.956669,0.330228,0.173532,3.384895,-4.424757,0.903601,-1.440267,4.080503,-3.858282,-0.036917
264,0.528000,6.512476,2171.300,1525.374,-3.044044,19.842825,-1.724481,4.721924,-0.186511,4.961143,-6.796861,1.585386,-0.781357,4.329263,-4.075385,0.412726,0.200385,3.576359,-4.495509,1.159441,-1.439084,4.146029,-3.916887,0.045889
265,0.530000,6.510103,2135.196,1502.415,-3.074242,20.213070,-1.894117,4.821842,-0.571556,5.007094,-7.004811,1.715514,-0.953326,4.418218,-4.198197,0.553481,0.088869,3.752968,-4.560925,1.394906,-1.428384,4.138104,-3.993906,0.157463
266,0.532000,6.494668,2090.074,1478.476,-3.132258,20.548580,-2.108374,4.924037,-0.950780,5.115846,-7.222766,1.838723,-1.118288,4.553255,-4.293566,0.784600,-0.143772,3.895158,-4.643237,1.557888,-1.434628,4.031586,-4.101339,0.279348
267,0.534000,6.480531,2030.853,1449.585,-3.160446,20.843946,-2.295961,5.010295,-1.306047,5.221829,-7.451437,1.925471,-1.240289,4.734418,-4.316967,1.095248,-0.430517,3.964763,-4.749033,1.602335,-1.455814,3.814154,-4.231943,0.382454
268,0.536000,6.481783,1957.077,1411.131,-3.113541,21.065044,-2.379312,5.045439,-1.580401,5.255119,-7.651778,1.929313,-1.279320,4.923821,-4.229344,1.428784,-0.682559,3.912078,-4.857826,1.509715,-1.462746,3.498366,-4.359643,0.438499
269,0.538000,6.505299,1876.758,1361.748,-3.017605,21.229977,-2.367947,5.059606,-1.764445,5.227306,-7.826693,1.869181,-1.255049,5.126245,-4.065747,1.767424,-0.866611,3.757462,-4.970040,1.337348,-1.454643,3.153368,-4.485356,0.455484
270,0.540000,6.546750,1803.206,1306.281,-2.925118,21.373606,-2.310258,5.092365,-1.876617,5.175040,-7.999815,1.778800,-1.215188,5.350083,-3.895630,2.107846,-0.980845,3.564036,-5.084007,1.166415,-1.440041,2.860023,-4.612998,0.459165
271,0.542000,6.592465,1747.939,1254.174,-2.871184,21.492542,-2.241332,5.126829,-1.930422,5.098659,-8.172932,1.661004,-1.191315,5.565408,-3.762491,2.426165,-1.016771,3.389435,-5.168643,1.043451,-1.417405,2.657673,-4.727997,0.461791
272,0.544000,6.625829,1715.986,1214.511,-2.873194,21.578424,-2.187948,5.127509,-1.948109,4.993484,-8.327170,1.530678,-1.209950,5.726342,-3.690651,2.697950,-0.976554,3.280770,-5.192232,0.981778,-1.394680,2.543326,-4.814969,0.470042
273,0.546000,6.633033,1706.629,1192.601,-2.933075,21.626770,-2.173413,5.077479,-1.947847,4.871462,-8.431325,1.424838,-1.285369,5.799381,-3.680517,2.917589,-0.871470,3.268638,-5.142486,0.972105,-1.385713,2.496425,-4.857107,0.489552
274,0.548000,6.606115,1716.614,1190.027,-3.046924,21.620453,-2.215393,4.996773,-1.924893,4.757852,-8.467437,1.366739,-1.423059,5.773966,-3.704874,3.103615,-0.715706,3.354453,-5.038024,0.995004,-1.388865,2.515259,-4.823729,0.529165
275,0.550000,6.544663,1742.699,1206.440,-3.200207,21.537685,-2.316782,4.933887,-1.857302,4.683425,-8.433424,1.363760,-1.611065,5.665875,-3.726557,3.287443,-0.518270,3.524644,-4.907375,1.036925,-1.391634,2.608385,-4.695862,0.588817
276,0.552000,6.456441,1782.324,1240.244,-3.374552,21.357971,-2.475911,4.921597,-1.740399,4.666367,-8.343751,1.409998,-1.821568,5.505031,-3.730745,3.483508,-0.285299,3.767005,-4.761046,1.094214,-1.388767,2.778169,-4.474836,0.664174
277,0.554000,6.357605,1832.914,1287.740,-3.550134,21.081608,-2.684195,4.963892,-1.590768,4.714171,-8.219491,1.491339,-2.018955,5.330990,-3.725661,3.684122,-0.020608,4.071948,-4.592382,1.163373,-1.386694,3.019263,-4.176127,0.744600
278,0.556000,6.270929,1890.528,1341.925,-3.703830,20.744965,-2.912447,5.051672,-1.434261,4.824465,-8.073043,1.594439,-2.172303,5.181881,-3.724432,3.872936,0.271436,4.424021,-4.396596,1.233934,-1.395022,3.319053,-3.827309,0.808528
279,0.558000,6.218437,1950.443,1393.737,-3.826441,20.392548,-3.132226,5.153663,-1.321868,4.957009,-7.923034,1.703504,-2.271007,5.076787,-3.743208,4.027033,0.574582,4.794741,-4.178630,1.303024,-1.407474,3.665575,-3.457259,0.841955
280,0.560000,6.209633,2010.760,1436.689,-3.910579,20.076464,-3.317208,5.231865,-1.300041,5.056055,-7.792976,1.812487,-2.308940,5.023742,-3.794725,4.116898,0.857084,5.148965,-3.958699,1.364540,-1.418562,4.027862,-3.110499,0.827935
281,0.562000,6.235767,2073.556,1469.859,-3.942751,19.849182,-3.448654,5.257378,-1.383118,5.087724,-7.698152,1.932923,-2.275002,5.021055,-3.889770,4.110153,1.082902,5.461882,-3.764492,1.402989,-1.435644,4.354214,-2.840927,0.751564
282,0.564000,6.277286,2142.118,1495.782,-3.908369,19.743259,-3.524720,5.219898,-1.554543,5.050358,-7.641557,2.081898,-2.156936,5.065591,-4.021591,3.996803,1.230309,5.720300,-3.626078,1.398359,-1.469895,4.599794,-2.684590,0.610015
283,0.566000,6.317246,2216.342,1516.027,-3.809916,19.749855,-3.565553,5.128241,-1.784828,4.957378,-7.630699,2.245032,-1.973798,5.144740,-4.158487,3.804828,1.300257,5.918920,-3.564503,1.339368,-1.522091,4.748970,-2.638971,0.427875
284,0.568000,6.347959,2290.418,1529.196,-3.664438,19.826897,-3.611805,4.981301,-2.062664,4.815121,-7.681726,2.371542,-1.778308,5.240700,-4.245911,3.582508,1.296834,6.047355,-3.579662,1.240937,-1.577327,4.810862,-2.675220,0.248400
285,0.570000,6.370136,2353.746,1532.279,-3.483018,19.937229,-3.701098,4.766598,-2.381948,4.638719,-7.798160,2.404750,-1.633745,5.337119,-4.224406,3.375890,1.217203,6.083825,-3.654515,1.142510,-1.621113,4.779923,-2.790594,0.090146
286,0.572000,6.389098,2394.358,1523.137,-3.281782,20.056747,-3.841183,4.489010,-2.723856,4.448108,-7.975415,2.302976,-1.597556,5.396683,-4.088092,3.198575,1.061640,6.013112,-3.768804,1.078966,-1.650405,4.649333,-2.989006,-0.042477
287,0.574000,6.410012,2404.513,1502.005,-3.104078,20.153467,-4.011054,4.174995,-3.074646,4.240738,-8.210875,2.059211,-1.691697,5.379450,-3.887619,3.041353,0.858075,5.857824,-3.900563,1.057611,-1.673752,4.446024,-3.248400,-0.151805
288,0.576000,6.434490,2384.687,1471.421,-2.993357,20.202427,-4.172078,3.859038,-3.421261,4.016350,-8.480116,1.704742,-1.897922,5.281494,-3.676578,2.897232,0.646245,5.664585,-4.024321,1.072512,-1.700203,4.225684,-3.524860,-0.236951
289,0.578000,6.459665,2343.948,1435.894,-2.939283,20.235180,-4.245667,3.605111,-3.703725,3.833250,-8.696680,1.328854,-2.140611,5.170728,-3.453500,2.790979,0.476900,5.498009,-4.098330,1.136182,-1.713737,4.059770,-3.757131,-0.278379
290,0.580000,6.480279,2295.563,1401.320,-2.906418,20.294882,-4.170253,3.455129,-3.867492,3.751248,-8.784222,1.017409,-2.347253,5.118267,-3.216302,2.725895,0.363622,5.393212,-4.106348,1.244781,-1.710501,3.977830,-3.908861,-0.271758
291,0.582000,6.492053,2251.153,1373.532,-2.896570,20.358595,-3.978652,3.365528,-3.939789,3.748319,-8.768932,0.773689,-2.520943,5.118135,-3.031662,2.628763,0.238855,5.312275,-4.100240,1.335783,-1.744177,3.924189,-4.007622,-0.265192
292,0.584000,6.494555,2217.111,1356.481,-2.885841,20.436312,-3.695364,3.324090,-3.923451,3.820087,-8.675071,0.619877,-2.631210,5.186998,-2.921848,2.475928,0.078284,5.252031,-4.096639,1.391923,-1.827254,3.858931,-4.070803,-0.289504
293,0.586000,6.491811,2194.449,1350.755,-2.833933,20.556843,-3.350960,3.344705,-3.800653,3.966483,-8.527314,0.583392,-2.623622,5.344796,-2.870158,2.300846,-0.087814,5.227308,-4.091433,1.442963,-1.921512,3.774981,-4.101090,-0.334856
294,0.588000,6.490729,2180.404,1353.340,-2.721395,20.713671,-3.028162,3.405761,-3.591580,4.142202,-8.387594,0.645775,-2.482353,5.562435,-2.877403,2.136727,-0.224581,5.221779,-4.105927,1.516696,-1.974927,3.676440,-4.106388,-0.362588
295,0.590000,6.497763,2170.905,1359.171,-2.556190,20.874001,-2.813553,3.457993,-3.356876,4.291596,-8.302764,0.759306,-2.242155,5.784773,-2.946313,2.006980,-0.307776,5.213731,-4.165427,1.613458,-1.951362,3.572909,-4.103342,-0.348491
296,0.592000,6.514755,2163.372,1363.918,-2.361521,21.013058,-2.736659,3.471469,-3.150992,4.399635,-8.258898,0.887331,-1.959333,5.972192,-3.052820,1.935297,-0.323085,5.202693,-4.266617,1.710252,-1.845893,3.476941,-4.105158,-0.302090
297,0.594000,6.537137,2157.880,1366.211,-2.169187,21.113613,-2.780911,3.447117,-2.995784,4.476499,-8.221819,1.009022,-1.687533,6.099126,-3.171487,1.936797,-0.266912,5.194997,-4.385280,1.786455,-1.671477,3.399587,-4.114537,-0.237565
298,0.596000,6.555686,2156.852,1367.830,-2.012538,21.162231,-2.906801,3.404779,-2.885904,4.529331,-8.173094,1.114513,-1.467180,6.150935,-3.292941,2.011527,-0.148742,5.190748,-4.492727,1.837570,-1.451848,3.348755,-4.123356,-0.157684
299,0.598000,6.561146,2163.877,1371.933,-1.920196,21.144848,-3.078445,3.351995,-2.821471,4.544445,-8.124040,1.197847,-1.326859,6.126693,-3.415003,2.153015,0.017284,5.186734,-4.570557,1.868116,-1.224531,3.322490,-4.123303,-0.058788
300,0.600000,6.548112,2182.040,1380.798,-1.894299,21.066914,-3.260276,3.288971,-2.810448,4.501235,-8.107171,1.259506,-1.275086,6.044788,-3.526346,2.355160,0.222020,5.181005,-4.619157,1.880355,-1.041390,3.302057,-4.118620,0.056780
301,0.602000,6.516993,2211.679,1393.845,-1.917202,20.952223,-3.416142,3.224546,-2.852568,4.395518,-8.152874,1.307441,-1.302395,5.930664,-3.610023,2.599239,0.448527,5.170183,-4.654089,1.876149,-0.950010,3.263409,-4.122215,0.175263
302,0.604000,6.475958,2247.739,1406.334,-1.972025,20.822544,-3.527455,3.171565,-2.936662,4.245432,-8.267678,1.354517,-1.386811,5.802859,-3.658959,2.842037,0.658461,5.143799,-4.702825,1.854499,-0.976348,3.190409,-4.140134,0.277849
303,0.606000,6.439791,2278.345,1410.396,-2.044411,20.699001,-3.598708,3.134553,-3.045869,4.079308,-8.434522,1.404670,-1.502468,5.674411,-3.679245,3.032362,0.805504,5.094921,-4.785806,1.810444,-1.122325,3.072626,-4.162377,0.353123
304,0.608000,6.424284,2287.472,1398.542,-2.123451,20.604675,-3.653015,3.092733,-3.172564,3.913847,-8.626926,1.447578,-1.627429,5.562211,-3.680016,3.138804,0.865645,5.038455,-4.887200,1.746189,-1.370348,2.907434,-4.165782,0.402890
305,0.610000,6.437717,2264.212,1367.822,-2.199056,20.568827,-3.699921,3.023381,-3.313937,3.748794,-8.814846,1.476544,-1.748496,5.478852,-3.671258,3.161568,0.851960,5.004167,-4.960800,1.680950,-1.686068,2.709985,-4.129379,0.434751
306,0.612000,6.475948,2210.539,1321.245,-2.266334,20.617889,-3.709419,2.941150,-3.452884,3.580980,-8.962662,1.504761,-1.845522,5.442195,-3.643197,3.143264,0.819518,5.023506,-4.955774,1.652504,-2.009346,2.524401,-4.040562,0.452050
307,0.614000,6.525834,2138.241,1265.872,-2.315885,20.767269,-3.632337,2.887986,-3.566967,3.413469,-9.034830,1.561240,-1.887372,5.474176,-3.573542,3.136485,0.824245,5.110648,-4.840205,1.699219,-2.270564,2.410921,-3.894202,0.460285
308,0.616000,6.572997,2060.314,1209.613,-2.349696,20.986084,-3.460515,2.880541,-3.670855,3.240866,-9.017591,1.663777,-1.861629,5.561661,-3.472757,3.152886,0.866607,5.229136,-4.638638,1.814467,-2.436065,2.394991,-3.712178,0.464654
309,0.618000,6.607453,1986.414,1159.376,-2.383074,21.205269,-3.232700,2.916519,-3.798330,3.072886,-8.920471,1.804043,-1.784114,5.655143,-3.380790,3.174694,0.903487,5.316091,-4.423165,1.943108,-2.508351,2.462123,-3.527795,0.476677
310,0.620000,6.626306,1923.007,1120.401,-2.410365,21.380857,-2.990161,3.004982,-3.957201,2.953358,-8.756821,1.964175,-1.666212,5.720958,-3.313506,3.204916,0.910654,5.344154,-4.258166,2.031138,-2.493774,2.582080,-3.366994,0.500189
311,0.622000,6.634240,1875.405,1096.080,-2.392245,21.528904,-2.752751,3.161770,-4.114458,2.933165,-8.534545,2.137668,-1.495022,5.779083,-3.250673,3.259614,0.900978,5.326835,-4.174294,2.054175,-2.402271,2.729214,-3.248062,0.511706
312,0.624000,6.641383,1850.134,1088.812,-2.314848,21.649233,-2.577799,3.345115,-4.248590,3.000943,-8.302034,2.283344,-1.285969,5.857523,-3.182604,3.323392,0.897365,5.286691,-4.180501,2.005158,-2.259535,2.898438,-3.171351,0.483091
313,0.626000,6.658602,1854.169,1099.605,-2.193791,21.716932,-2.537110,3.479568,-4.361053,3.101712,-8.123627,2.337949,-1.080810,5.970538,-3.109904,3.358428,0.910549,5.249207,-4.259813,1.889893,-2.103478,3.085150,-3.127202,0.398193
314,0.628000,6.692251,1890.762,1126.010,-2.038687,21.736300,-2.637427,3.535292,-4.444873,3.202177,-8.012193,2.272100,-0.914924,6.123996,-3.012814,3.354268,0.943608,5.237035,-4.371400,1.729213,-1.971770,3.263761,-3.112789,0.255255
315,0.630000,6.741392,1956.391,1161.734,-1.857964,21.725937,-2.848818,3.510020,-4.505158,3.290317,-7.941096,2.085850,-0.822096,6.304189,-2.869503,3.326065,0.990392,5.261156,-4.470502,1.552157,-1.882264,3.412186,-3.127612,0.065665
316,0.632000,6.799990,2042.030,1199.372,-1.654903,21.707922,-3.133746,3.409701,-4.562837,3.359092,-7.878901,1.804216,-0.817807,6.493683,-2.676277,3.285228,1.032623,5.318462,-4.534794,1.373561,-1.832385,3.537201,-3.161848,-0.151847
317,0.634000,6.861366,2136.148,1232.765,-1.435492,21.694473,-3.453810,3.243163,-4.648714,3.397632,-7.806189,1.480199,-0.882219,6.688020,-2.449204,3.236865,1.057377,5.400152,-4.572003,1.188729,-1.807971,3.669566,-3.196231,-0.371584
318,0.636000,6.921314,2226.555,1257.623,-1.211376,21.683495,-3.768725,3.023111,-4.786917,3.399455,-7.716868,1.179943,-0.969202,6.896295,-2.213736,3.192770,1.067682,5.492346,-4.603630,0.993414,-1.792041,3.838599,-3.209024,-0.556839
319,0.638000,6.978612,2301.582,1271.977,-0.988371,21.674332,-4.037725,2.779102,-4.965502,3.384237,-7.613389,0.961486,-1.031772,7.126788,-1.994759,3.172175,1.079606,5.580037,-4.644542,0.801419,-1.770743,4.052992,-3.188826,-0.673999
320,0.640000,7.033627,2352.092,1276.159,-0.755322,21.684967,-4.221967,2.565412,-5.129231,3.392133,-7.512117,0.853939,-1.046612,7.362086,-1.818594,3.185309,1.102171,5.640090,-4.699949,0.642993,-1.729850,4.309165,-3.123590,-0.696461
321,0.642000,7.085941,2374.412,1272.059,-0.503790,21.736122,-4.304570,2.437079,-5.213169,3.453439,-7.440619,0.854342,-1.016636,7.556576,-1.708075,3.233657,1.124426,5.641407,-4.772530,0.543409,-1.665332,4.586378,-3.004632,-0.615511
322,0.644000,7.133563,2371.509,1262.338,-0.252215,21.827675,-4.304373,2.411544,-5.189498,3.570549,-7.423435,0.926697,-0.968372,7.656420,-1.681231,3.301599,1.112598,5.558311,-4.871886,0.493228,-1.595711,4.845904,-2.840879,-0.452971
323,0.646000,7.172597,2352.101,1250.247,-0.037708,21.946499,-4.249143,2.474809,-5.064973,3.736863,-7.455014,1.028056,-0.932566,7.636247,-1.735390,3.372517,1.043231,5.393646,-5.002615,0.457528,-1.545173,5.049529,-2.664474,-0.256424
324,0.648000,7.199479,2326.961,1239.491,0.112763,22.081898,-4.159272,2.599686,-4.860168,3.943672,-7.508793,1.127851,-0.936051,7.496067,-1.858560,3.432882,0.915080,5.162257,-5.164301,0.397303,-1.526626,5.175557,-2.509185,-0.064688
325,0.650000,7.214425,2305.248,1232.970,0.182161,22.208006,-4.061590,2.745106,-4.610681,4.172360,-7.561794,1.214844,-0.990109,7.266955,-2.023776,3.489588,0.763983,4.902935,-5.334736,0.298760,-1.531113,5.227984,-2.389733,0.105969
326,0.652000,7.222699,2292.074,1231.207,0.176581,22.301392,-3.974638,2.868270,-4.364945,4.394957,-7.607899,1.291082,-1.087011,7.006866,-2.196089,3.556899,0.641471,4.666153,-5.484623,0.163287,-1.543620,5.216970,-2.308696,0.254733
327,0.654000,7.232846,2287.629,1231.657,0.143871,22.379215,-3.884947,2.940028,-4.185534,4.563628,-7.673431,1.352160,-1.213306,6.778840,-2.335732,3.656839,0.597984,4.502292,-5.599235,-0.019881,-1.577990,5.128268,-2.280916,0.380742
328,0.656000,7.253134,2287.644,1229.555,0.124141,22.457653,-3.774709,2.952871,-4.115206,4.648890,-7.771203,1.401925,-1.357580,6.614989,-2.424470,3.790897,0.640799,4.438582,-5.678845,-0.248988,-1.642091,4.966707,-2.308341,0.478645
329,0.658000,7.287258,2285.564,1220.378,0.103840,22.504217,-3.651225,2.930284,-4.141230,4.667765,-7.874601,1.449281,-1.523169,6.505552,-2.474964,3.933510,0.732148,4.471912,-5.734282,-0.492791,-1.706185,4.791622,-2.353012,0.549195
330,0.660000,7.331990,2275.952,1202.350,0.066155,22.487785,-3.529242,2.906445,-4.232102,4.627759,-7.968745,1.485311,-1.720397,6.441000,-2.486752,4.077833,0.847281,4.591491,-5.779947,-0.720597,-1.754213,4.647898,-2.384759,0.591738
331,0.662000,7.378094,2257.127,1177.037,0.009216,22.398113,-3.424789,2.898127,-4.357509,4.517674,-8.060475,1.500514,-1.942713,6.420222,-2.450888,4.226501,0.974531,4.777232,-5.819408,-0.898552,-1.783804,4.551235,-2.392101,0.607826
332,0.664000,7.413872,2230.875,1148.232,-0.063505,22.244116,-3.353309,2.901153,-4.486191,4.330956,-8.158934,1.505904,-2.158933,6.435363,-2.369556,4.371408,1.088266,4.980306,-5.848821,-0.981518,-1.785184,4.503237,-2.373965,0.609091
333,0.666000,7.429269,2200.035,1119.981,-0.142040,22.057116,-3.325044,2.897921,-4.595555,4.074514,-8.269973,1.515011,-2.329754,6.480936,-2.253663,4.484201,1.141308,5.134510,-5.860728,-0.932202,-1.742596,4.495762,-2.336045,0.613669
334,0.668000,7.419245,2166.485,1094.916,-0.209809,21.888592,-3.334432,2.879052,-4.674248,3.774064,-8.389732,1.529818,-2.423107,6.566340,-2.115755,4.525608,1.080187,5.184080,-5.857067,-0.756329,-1.647660,4.520479,-2.282713,0.642405
335,0.670000,7.385820,2130.301,1073.501,-0.251319,21.797737,-3.340875,2.868531,-4.712551,3.469798,-8.502604,1.541145,-2.437536,6.687851,-1.976220,4.473719,0.879660,5.104421,-5.858424,-0.511936,-1.515666,4.566043,-2.217211,0.717158
336,0.672000,7.338175,2090.357,1053.891,-0.265568,21.813435,-3.302866,2.898275,-4.709132,3.209242,-8.581377,1.546131,-2.400549,6.812828,-1.866979,4.340402,0.567679,4.919972,-5.875836,-0.266575,-1.387099,4.605682,-2.152186,0.848581
337,0.674000,7.291038,2045.499,1032.022,-0.271230,21.906158,-3.224091,2.959872,-4.701252,3.020595,-8.602869,1.554989,-2.341291,6.902642,-1.816880,4.171154,0.220743,4.696998,-5.889908,-0.057760,-1.301775,4.612038,-2.099008,1.040908
338,0.676000,7.259970,1996.148,1003.182,-0.259337,22.051865,-3.111253,3.033563,-4.738844,2.914045,-8.560501,1.584085,-2.269306,6.938283,-1.845232,4.008652,-0.095131,4.483978,-5.881046,0.101335,-1.286369,4.560486,-2.076312,1.277671
339,0.678000,7.253508,1945.774,965.682,-0.202210,22.249212,-2.953351,3.125669,-4.831452,2.898459,-8.471363,1.638501,-2.181029,6.924946,-1.951073,3.878175,-0.347428,4.293021,-5.848873,0.214363,-1.345698,4.430146,-2.112966,1.519586
340,0.680000,7.267943,1899.738,923.310,-0.114215,22.465899,-2.768783,3.230945,-4.962067,2.960352,-8.382694,1.689946,-2.086411,6.870004,-2.113893,3.792346,-0.517882,4.130039,-5.799170,0.302511,-1.448940,4.238456,-2.196086,1.755279
341,0.682000,7.290219,1861.996,883.198,-0.031533,22.660038,-2.600033,3.319799,-5.117575,3.057307,-8.325194,1.714788,-1.984742,6.785327,-2.318218,3.733428,-0.605366,4.009885,-5.720477,0.395219,-1.561531,4.019849,-2.292630,1.974387
