frame,time_seconds,log_energy,centroid_hz,bandwidth_hz,cepstrum_0,cepstrum_1,cepstrum_2,cepstrum_3,cepstrum_4,cepstrum_5,cepstrum_6,cepstrum_7,cepstrum_8,cepstrum_9,cepstrum_10,cepstrum_11,cepstrum_12,cepstrum_13,cepstrum_14,cepstrum_15,cepstrum_16,cepstrum_17,cepstrum_18,cepstrum_19
224,0.448000,1.542412,2685.582,2618.942,-32.443184,8.823740,1.000880,1.179178,2.987805,-0.623326,-2.717140,-0.417921,0.336942,-0.593254,0.722387,0.976048,-0.395643,-0.232651,1.366728,-1.019048,-1.720804,-0.493755,-0.768458,0.867452
225,0.450000,1.486705,2685.145,2688.250,-32.621563,8.730749,1.182837,1.410604,2.811389,-0.773422,-2.189713,0.239479,0.231213,-0.692636,0.848930,1.103556,-0.487565,-0.449654,1.473601,-0.931005,-1.838745,-0.375215,-0.843046,0.753796
226,0.452000,1.440887,2701.764,2742.473,-32.770607,8.652273,1.261156,1.517811,2.631805,-0.950676,-1.813022,0.829548,0.194248,-0.731478,0.815950,1.154389,-0.493586,-0.681014,1.380488,-0.879058,-1.824221,-0.165485,-0.918777,0.579228
227,0.454000,1.409351,2734.723,2771.954,-32.865856,8.585022,1.174306,1.490532,2.551489,-1.112661,-1.691931,1.268978,0.288384,-0.687546,0.614668,1.125948,-0.366635,-0.844817,1.112055,-0.892770,-1.694309,0.083952,-1.018056,0.362085
228,0.456000,1.393789,2777.021,2772.503,-32.887085,8.544930,0.910335,1.300918,2.592444,-1.194515,-1.811511,1.487758,0.474528,-0.559015,0.334898,1.034818,-0.178001,-0.942166,0.762555,-0.925398,-1.509768,0.255998,-1.126063,0.188346
229,0.458000,1.391920,2818.478,2748.019,-32.851921,8.545780,0.523580,0.938180,2.717632,-1.124456,-2.067555,1.439913,0.654222,-0.351912,0.097183,0.877744,-0.066275,-0.997523,0.457735,-0.930043,-1.350418,0.264891,-1.193617,0.129011
230,0.460000,1.399001,2849.462,2708.190,-32.819420,8.587114,0.131956,0.463456,2.862118,-0.908472,-2.350050,1.175663,0.780168,-0.113781,-0.065044,0.662513,-0.089746,-1.029071,0.245041,-0.906010,-1.229285,0.118939,-1.204632,0.166768
231,0.462000,1.411958,2861.051,2662.680,-32.826527,8.684909,-0.129930,-0.005372,2.977118,-0.622135,-2.596936,0.801865,0.862189,0.086745,-0.201260,0.411193,-0.216237,-1.045926,0.098641,-0.883767,-1.094537,-0.099595,-1.179526,0.234442
232,0.464000,1.432413,2844.938,2617.331,-32.844204,8.874076,-0.181422,-0.351154,3.064138,-0.340139,-2.792586,0.396433,0.894326,0.204961,-0.343303,0.146013,-0.411330,-1.036760,0.024061,-0.887440,-0.914249,-0.302663,-1.129294,0.290034
233,0.466000,1.464245,2798.463,2574.907,-32.811234,9.154737,-0.038724,-0.489017,3.157406,-0.138687,-2.941217,0.038974,0.855459,0.213747,-0.465371,-0.104807,-0.678065,-0.986746,0.072912,-0.922225,-0.695815,-0.409704,-1.042007,0.308080
234,0.468000,1.509848,2727.943,2536.294,-32.690269,9.460945,0.193398,-0.395845,3.280210,-0.100631,-3.054546,-0.165303,0.750917,0.103837,-0.509737,-0.311980,-1.051321,-0.919155,0.272574,-0.995735,-0.497226,-0.384810,-0.907812,0.248505
235,0.470000,1.568753,2645.893,2501.180,-32.484703,9.735737,0.440318,-0.108060,3.427702,-0.254663,-3.156790,-0.174549,0.611409,-0.107278,-0.468080,-0.464614,-1.520607,-0.880951,0.580708,-1.079871,-0.363356,-0.266075,-0.725427,0.115201
236,0.472000,1.637588,2565.407,2468.824,-32.238495,9.955358,0.690593,0.302592,3.579434,-0.553952,-3.262558,-0.030386,0.472759,-0.370193,-0.374518,-0.559797,-2.003198,-0.894652,0.911645,-1.114410,-0.285394,-0.119892,-0.499992,-0.031787
237,0.474000,1.709934,2496.946,2439.224,-32.005516,10.109507,0.940517,0.756731,3.713034,-0.929604,-3.363489,0.191830,0.339342,-0.627242,-0.243732,-0.597135,-2.411088,-0.943632,1.182679,-1.074285,-0.226805,0.030914,-0.255743,-0.159723
238,0.476000,1.777983,2446.342,2413.167,-31.818169,10.202655,1.171517,1.190673,3.826987,-1.317642,-3.443883,0.422576,0.201752,-0.833042,-0.079032,-0.583739,-2.687947,-1.005224,1.330597,-0.976951,-0.147058,0.205577,-0.025884,-0.270543
239,0.478000,1.834681,2414.911,2391.649,-31.685911,10.247326,1.356273,1.572979,3.943340,-1.684310,-3.524981,0.613768,0.085784,-0.953619,0.093486,-0.539468,-2.804911,-1.066388,1.325527,-0.858682,-0.034170,0.416622,0.164585,-0.359214
240,0.480000,1.874565,2401.424,2375.551,-31.609524,10.254112,1.474425,1.894796,4.087235,-2.013534,-3.649777,0.739543,0.043173,-0.963359,0.234641,-0.492823,-2.758299,-1.120518,1.175426,-0.749952,0.090066,0.646978,0.303096,-0.399192
241,0.482000,1.894841,2403.042,2364.896,-31.590416,10.230176,1.519403,2.137277,4.256633,-2.267197,-3.815674,0.789331,0.079532,-0.867617,0.331749,-0.458891,-2.581838,-1.177287,0.921153,-0.651310,0.194812,0.864088,0.388866,-0.369692
242,0.484000,1.896058,2415.367,2358.398,-31.630808,10.179180,1.493017,2.264764,4.417442,-2.388376,-3.969633,0.753225,0.142661,-0.700036,0.395862,-0.439938,-2.338538,-1.251318,0.626649,-0.536818,0.258514,1.032158,0.425999,-0.266243
243,0.486000,1.881791,2432.869,2353.777,-31.691185,10.126831,1.377562,2.217544,4.535790,-2.304150,-4.053428,0.591257,0.153502,-0.488502,0.458898,-0.426878,-2.107074,-1.360096,0.361874,-0.357522,0.279181,1.093020,0.390440,-0.086621
244,0.488000,1.858134,2449.577,2348.119,-31.715464,10.118634,1.184375,1.972733,4.587028,-1.982335,-4.041113,0.280680,0.083062,-0.255911,0.520554,-0.415931,-1.920149,-1.478957,0.173470,-0.099461,0.262659,1.006207,0.253609,0.137770
245,0.490000,1.832853,2460.112,2338.649,-31.706205,10.172131,1.003153,1.600747,4.537098,-1.497123,-3.955975,-0.121243,0.009091,-0.026291,0.506878,-0.428445,-1.726278,-1.513943,0.052396,0.152710,0.200255,0.804835,0.046459,0.334821
246,0.492000,1.813520,2462.140,2324.431,-31.666939,10.287148,0.903767,1.167543,4.362706,-0.940486,-3.843777,-0.561694,0.005730,0.202859,0.389000,-0.474334,-1.492577,-1.406610,-0.020496,0.334206,0.097631,0.524035,-0.193627,0.448580
247,0.494000,1.804809,2458.374,2307.779,-31.573936,10.454780,0.897001,0.720951,4.080515,-0.392178,-3.744081,-0.989600,0.090365,0.434734,0.212583,-0.522039,-1.233809,-1.173522,-0.041876,0.449770,-0.014006,0.195867,-0.429685,0.453787
248,0.496000,1.806429,2456.066,2294.049,-31.400040,10.625475,0.916571,0.329755,3.774265,0.059119,-3.682633,-1.308954,0.227085,0.620549,0.058785,-0.496520,-0.994838,-0.873698,0.032012,0.525946,-0.131663,-0.121861,-0.577662,0.365858
249,0.498000,1.813379,2463.956,2289.532,-31.135670,10.721666,0.851980,0.066875,3.553616,0.318909,-3.675370,-1.418693,0.343300,0.671708,0.003004,-0.326115,-0.834666,-0.571793,0.258805,0.566913,-0.301327,-0.364711,-0.544259,0.215686
250,0.500000,1.818528,2488.680,2298.495,-30.843639,10.700092,0.680176,-0.074614,3.435523,0.368766,-3.707311,-1.336300,0.380244,0.583174,0.058977,-0.040541,-0.764688,-0.293433,0.618351,0.563410,-0.521436,-0.510054,-0.330469,0.047952
251,0.502000,1.815429,2533.144,2321.870,-30.634834,10.562683,0.472311,-0.163313,3.357618,0.270239,-3.736227,-1.176744,0.318389,0.434622,0.191706,0.261559,-0.747654,-0.029365,1.029624,0.511602,-0.739841,-0.571182,-0.004355,-0.088933
252,0.504000,1.799910,2597.393,2357.778,-30.579981,10.327414,0.280614,-0.248645,3.271430,0.080290,-3.728406,-1.024168,0.170704,0.289685,0.365902,0.507398,-0.761853,0.220650,1.432360,0.416806,-0.924306,-0.560138,0.379553,-0.176123
253,0.506000,1.770390,2680.197,2401.933,-30.684940,10.022606,0.096953,-0.353161,3.163506,-0.164490,-3.679927,-0.906973,-0.016751,0.180954,0.539696,0.661072,-0.797741,0.438591,1.777632,0.289462,-1.051554,-0.479517,0.775371,-0.220634
254,0.508000,1.728801,2777.639,2447.058,-30.890667,9.696239,-0.129682,-0.485019,3.065844,-0.423449,-3.626966,-0.828585,-0.159666,0.131840,0.648690,0.710765,-0.823206,0.595331,1.997735,0.150330,-1.072275,-0.328882,1.114083,-0.237639
255,0.510000,1.681719,2880.333,2483.481,-31.105038,9.405556,-0.440726,-0.632229,3.043963,-0.640534,-3.606688,-0.784780,-0.180612,0.153897,0.643663,0.674558,-0.795783,0.656964,2.033702,0.037045,-0.944514,-0.131901,1.314475,-0.227481
256,0.512000,1.639146,2972.532,2501.653,-31.259781,9.213172,-0.788379,-0.755748,3.138989,-0.743976,-3.586838,-0.762334,-0.065217,0.259604,0.559023,0.594517,-0.707060,0.614867,1.899169,-0.009458,-0.697882,0.062749,1.333381,-0.188874
257,0.514000,1.611527,3034.695,2496.437,-31.342167,9.161299,-1.052856,-0.819379,3.319796,-0.689554,-3.497049,-0.755193,0.143593,0.470699,0.486979,0.492206,-0.587051,0.508582,1.667001,0.011333,-0.427647,0.230028,1.190825,-0.145876
258,0.516000,1.605731,3051.576,2470.388,-31.387653,9.221142,-1.170070,-0.842369,3.484477,-0.527166,-3.347574,-0.792314,0.383072,0.772976,0.471938,0.351096,-0.463391,0.382429,1.386981,0.063835,-0.210452,0.379089,0.948479,-0.098982
259,0.518000,1.622216,3020.069,2432.649,-31.429560,9.337433,-1.132473,-0.855174,3.541700,-0.337572,-3.197942,-0.900746,0.610246,1.130112,0.514323,0.154270,-0.346709,0.255306,1.066714,0.093738,-0.085898,0.507458,0.652851,-0.041690
260,0.520000,1.654772,2951.475,2394.628,-31.471632,9.472050,-0.950986,-0.853627,3.465113,-0.172113,-3.088340,-1.069792,0.799762,1.500820,0.608290,-0.090458,-0.255583,0.126310,0.714715,0.052109,-0.071821,0.593981,0.327188,0.007669
261,0.522000,1.693446,2864.426,2366.117,-31.502899,9.577385,-0.687627,-0.816110,3.286657,-0.078658,-3.047345,-1.247389,0.918893,1.807338,0.733346,-0.350572,-0.237045,-0.020151,0.377432,-0.063344,-0.159680,0.631974,0.012815,0.024965
262,0.524000,1.728078,2776.338,2353.851,-31.484631,9.608238,-0.449398,-0.705701,3.091480,-0.120595,-3.106459,-1.332638,0.948888,1.928611,0.846955,-0.560686,-0.350113,-0.235137,0.118496,-0.190669,-0.329147,0.622069,-0.214637,0.007298
263,0.526000,1.750654,2700.056,2361.321,-31.376732,9.561699,-0.298972,-0.484726,2.972558,-0.317968,-3.257339,-1.220436,0.910743,1.782293,0.914191,-0.637106,-0.601486,-0.559788,-0.020879,-0.232141,-0.536917,0.571678,-0.275756,-0.011885
264,0.528000,1.756958,2643.143,2388.747,-31.221132,9.471865,-0.176278,-0.161666,2.936398,-0.589194,-3.396971,-0.891258,0.835253,1.428768,0.960166,-0.537119,-0.910331,-0.926623,-0.039535,-0.140935,-0.696940,0.533112,-0.160719,-0.013612
265,0.530000,1.746424,2609.259,2433.747,-31.126802,9.351917,0.005301,0.208532,2.910351,-0.850112,-3.427597,-0.420198,0.719939,0.967031,1.011316,-0.286470,-1.195667,-1.246832,0.010991,0.045827,-0.756172,0.546920,0.058476,-0.015705
266,0.532000,1.721320,2599.716,2491.702,-31.182926,9.186703,0.274548,0.579349,2.826005,-1.091218,-3.339274,0.101619,0.554299,0.433580,1.047755,0.065861,-1.424572,-1.498814,0.064800,0.266851,-0.738405,0.588727,0.289886,-0.037694
267,0.534000,1.685758,2614.198,2555.806,-31.404160,8.980863,0.619536,0.940234,2.670269,-1.331978,-3.179319,0.612700,0.364257,-0.163703,1.017066,0.475287,-1.568441,-1.690171,0.064258,0.477824,-0.673211,0.616221,0.459148,-0.074075
268,0.536000,1.644560,2650.017,2617.575,-31.719414,8.769564,0.974169,1.288749,2.503123,-1.570974,-3.040359,1.064068,0.234608,-0.786513,0.847372,0.894258,-1.563404,-1.807868,-0.056879,0.634647,-0.543258,0.619033,0.501777,-0.123069
269,0.538000,1.602841,2700.812,2667.660,-32.012695,8.597138,1.216086,1.585839,2.424575,-1.757231,-3.025028,1.383367,0.262917,-1.330264,0.501400,1.244671,-1.367878,-1.810266,-0.335991,0.676750,-0.340016,0.616489,0.385075,-0.220336
270,0.540000,1.565757,2756.437,2697.461,-32.204117,8.500725,1.249522,1.739914,2.470768,-1.788495,-3.140301,1.458026,0.421589,-1.652573,0.085287,1.427241,-1.105644,-1.690013,-0.661983,0.604919,-0.162284,0.592195,0.201286,-0.350239
271,0.542000,1.537588,2804.994,2702.118,-32.253639,8.502560,1.033396,1.657043,2.617763,-1.567760,-3.314431,1.194460,0.595931,-1.652863,-0.227321,1.382463,-0.977301,-1.526200,-0.876601,0.516819,-0.105723,0.473792,0.051592,-0.429576
272,0.544000,1.520524,2836.611,2682.594,-32.221123,8.582401,0.675047,1.369453,2.772528,-1.159133,-3.469211,0.666946,0.726299,-1.391734,-0.394400,1.145454,-1.026375,-1.434335,-0.981135,0.486521,-0.134100,0.239661,-0.061455,-0.421216
273,0.546000,1.514319,2846.167,2645.283,-32.227142,8.690264,0.365596,1.002754,2.835291,-0.729361,-3.565778,0.055260,0.835535,-1.008857,-0.493089,0.782826,-1.146238,-1.442225,-1.065929,0.482425,-0.170293,-0.034397,-0.146412,-0.358690
274,0.548000,1.516511,2834.128,2600.253,-32.322720,8.792995,0.203662,0.642081,2.793082,-0.367946,-3.601435,-0.531633,0.936325,-0.587615,-0.553936,0.353046,-1.251657,-1.499726,-1.149068,0.472579,-0.175834,-0.279264,-0.207766,-0.261997
275,0.550000,1.523023,2805.934,2559.053,-32.485283,8.870897,0.189094,0.336930,2.683907,-0.122741,-3.579217,-1.024983,1.005424,-0.191843,-0.545057,-0.074587,-1.320628,-1.536592,-1.177998,0.454717,-0.148805,-0.441360,-0.254826,-0.155870
276,0.552000,1.529348,2769.785,2531.594,-32.636375,8.912331,0.247631,0.117653,2.546175,-0.062389,-3.504331,-1.341502,0.999137,0.079249,-0.427567,-0.428750,-1.390518,-1.504515,-1.064191,0.435438,-0.127065,-0.472986,-0.290434,-0.102177
277,0.554000,1.532229,2733.947,2523.701,-32.698948,8.922945,0.307140,-0.016768,2.393742,-0.230959,-3.384223,-1.417087,0.891313,0.134333,-0.202816,-0.651508,-1.494996,-1.402000,-0.751829,0.433602,-0.154459,-0.366499,-0.302245,-0.144500
278,0.556000,1.530885,2705.099,2536.094,-32.677856,8.916994,0.371053,-0.108215,2.204506,-0.583784,-3.225019,-1.271882,0.693461,-0.033287,0.069905,-0.720721,-1.603611,-1.267138,-0.291925,0.469459,-0.231229,-0.177382,-0.278159,-0.235783
279,0.558000,1.527403,2686.950,2564.121,-32.630157,8.905083,0.485461,-0.183328,1.959947,-1.039673,-3.033467,-0.964873,0.425570,-0.378324,0.324556,-0.641154,-1.680290,-1.152510,0.214523,0.534882,-0.341102,0.030818,-0.205535,-0.302409
280,0.560000,1.525430,2680.153,2599.203,-32.608727,8.906570,0.705731,-0.224260,1.662653,-1.528244,-2.804532,-0.546782,0.096581,-0.844096,0.522801,-0.445582,-1.724624,-1.092283,0.683152,0.595111,-0.473185,0.221944,-0.088633,-0.321835
281,0.562000,1.527452,2683.182,2631.961,-32.650772,8.937527,1.058717,-0.200922,1.324393,-2.004235,-2.534750,-0.057335,-0.275728,-1.367822,0.650362,-0.187152,-1.748701,-1.094826,1.055477,0.624880,-0.614529,0.376352,0.047993,-0.309596
282,0.564000,1.533237,2692.770,2655.428,-32.767662,8.984179,1.490103,-0.111541,0.973192,-2.451057,-2.267492,0.458992,-0.638746,-1.885818,0.693328,0.080799,-1.742145,-1.149861,1.285405,0.627881,-0.731269,0.496777,0.183787,-0.277571
283,0.566000,1.540601,2703.993,2666.565,-32.901207,9.018253,1.843269,0.008312,0.701977,-2.843374,-2.122801,0.934194,-0.882662,-2.323845,0.604969,0.304189,-1.645443,-1.222703,1.312639,0.611995,-0.755485,0.611476,0.287483,-0.224715
284,0.568000,1.546727,2711.274,2665.819,-32.950970,9.033350,1.960116,0.109211,0.638608,-3.111103,-2.218035,1.273532,-0.911189,-2.588721,0.364679,0.424480,-1.425920,-1.264829,1.119778,0.568315,-0.669485,0.730139,0.333521,-0.141712
285,0.570000,1.548918,2710.239,2656.016,-32.917023,9.045824,1.869825,0.157732,0.773267,-3.187653,-2.500288,1.410926,-0.779971,-2.613737,0.097592,0.427129,-1.179824,-1.252674,0.828382,0.502493,-0.578878,0.830048,0.373349,-0.012047
286,0.572000,1.546146,2698.190,2640.050,-32.863525,9.083340,1.713188,0.164734,1.020795,-3.070548,-2.841248,1.358987,-0.584650,-2.403857,-0.054627,0.372498,-0.989426,-1.208602,0.556203,0.452708,-0.558271,0.880870,0.433601,0.181071
287,0.574000,1.540038,2674.061,2619.148,-32.850052,9.160042,1.606606,0.172452,1.311313,-2.823371,-3.162096,1.180300,-0.357300,-2.016990,-0.057667,0.327095,-0.845478,-1.159157,0.324507,0.433419,-0.596526,0.886860,0.492988,0.422469
288,0.576000,1.534262,2637.833,2592.823,-32.932899,9.244542,1.587663,0.200448,1.568906,-2.545577,-3.442369,0.922109,-0.112099,-1.533873,0.042308,0.308609,-0.717365,-1.113431,0.115671,0.428552,-0.645280,0.897978,0.549169,0.686627
289,0.578000,1.532688,2590.295,2560.223,-33.127419,9.305353,1.648245,0.253636,1.737296,-2.302639,-3.670475,0.608066,0.120449,-1.026377,0.194074,0.304977,-0.600912,-1.078540,-0.080226,0.419895,-0.664318,0.954713,0.608646,0.955460
290,0.580000,1.537950,2532.424,2521.344,-33.396107,9.344110,1.775709,0.345357,1.805865,-2.104721,-3.811872,0.277361,0.307819,-0.544087,0.378620,0.312740,-0.501283,-1.056659,-0.261784,0.388751,-0.642890,1.058476,0.660577,1.199871
291,0.582000,1.549826,2465.789,2478.440,-33.670044,9.390566,1.964514,0.487889,1.798113,-1.931325,-3.811922,0.011110,0.439813,-0.122346,0.591002,0.330085,-0.434766,-1.047102,-0.423093,0.309178,-0.609303,1.169755,0.676327,1.368499
292,0.584000,1.565141,2392.703,2435.787,-33.886009,9.476958,2.205631,0.657492,1.729460,-1.765980,-3.623972,-0.089712,0.539185,0.210643,0.800769,0.333366,-0.437015,-1.055370,-0.544279,0.184185,-0.597053,1.233968,0.633854,1.418195
293,0.586000,1.579012,2316.452,2398.457,-34.041809,9.598412,2.490573,0.807898,1.608372,-1.603985,-3.255742,0.012045,0.625325,0.435797,0.962319,0.305932,-0.525530,-1.090481,-0.601504,0.057047,-0.614567,1.220005,0.556637,1.362909
294,0.588000,1.586564,2241.782,2371.176,-34.194427,9.717831,2.829926,0.922976,1.467905,-1.433690,-2.770546,0.250932,0.679065,0.548771,1.062456,0.277405,-0.669822,-1.151929,-0.587388,-0.025832,-0.645238,1.141917,0.504105,1.257445
295,0.590000,1.584883,2174.386,2357.680,-34.382652,9.821131,3.247279,1.006608,1.329685,-1.248076,-2.244370,0.531188,0.676108,0.555099,1.102220,0.271401,-0.836073,-1.224635,-0.499430,-0.032305,-0.665272,1.028636,0.503929,1.121643
296,0.592000,1.573741,2120.693,2361.309,-34.602551,9.906761,3.749141,1.058741,1.180118,-1.042765,-1.741012,0.787886,0.625893,0.469794,1.073591,0.276074,-1.006030,-1.287900,-0.356625,0.029245,-0.674534,0.891092,0.550949,0.949393
297,0.594000,1.555532,2087.146,2384.697,-34.813988,9.956543,4.294610,1.076008,1.001276,-0.810478,-1.326736,0.987068,0.579450,0.330178,0.970762,0.257514,-1.160710,-1.319048,-0.205340,0.106350,-0.701398,0.727067,0.637766,0.735605
298,0.596000,1.533932,2080.048,2428.673,-34.936348,9.945885,4.775577,1.046598,0.805418,-0.550108,-1.088971,1.088736,0.602775,0.212073,0.806642,0.180633,-1.261460,-1.275189,-0.078391,0.144892,-0.769070,0.549327,0.768853,0.491122
299,0.598000,1.512841,2103.166,2489.950,-34.872879,9.882676,5.063840,0.956659,0.634848,-0.278956,-1.100493,1.039315,0.723002,0.198093,0.605290,0.023568,-1.270461,-1.121881,0.007167,0.099447,-0.895489,0.358555,0.924102,0.242359
300,0.600000,1.494561,2156.379,2561.096,-34.606518,9.782188,5.092344,0.808230,0.511734,-0.037069,-1.339020,0.834049,0.895157,0.303765,0.396000,-0.193589,-1.178409,-0.875569,0.044221,-0.035794,-1.068269,0.145025,1.061158,0.020986
301,0.602000,1.479620,2234.384,2631.751,-34.224579,9.643654,4.882556,0.626480,0.427993,0.139599,-1.698086,0.535362,1.038304,0.452144,0.177120,-0.436009,-1.010108,-0.601949,0.023930,-0.212155,-1.211548,-0.063175,1.152968,-0.152696
302,0.604000,1.467259,2327.458,2691.515,-33.827789,9.477474,4.491401,0.428435,0.376905,0.233621,-2.101255,0.196217,1.101847,0.561296,-0.074595,-0.685584,-0.795690,-0.353780,-0.053716,-0.373742,-1.244029,-0.215982,1.194669,-0.269802
303,0.606000,1.456085,2423.150,2732.777,-33.496353,9.304213,3.985166,0.208599,0.345345,0.241687,-2.515371,-0.162053,1.072613,0.602268,-0.353399,-0.935843,-0.573048,-0.152306,-0.160398,-0.493196,-1.150669,-0.283315,1.204347,-0.324183
304,0.608000,1.444528,2508.919,2752.100,-33.287041,9.140635,3.426119,-0.047300,0.320126,0.180100,-2.913310,-0.527022,0.959714,0.591029,-0.617072,-1.178564,-0.385078,-0.009320,-0.255724,-0.568069,-0.973884,-0.273495,1.199358,-0.314717
305,0.610000,1.431767,2574.663,2750.017,-33.212753,9.005872,2.866769,-0.327867,0.321839,0.085881,-3.259954,-0.875226,0.792026,0.558580,-0.824134,-1.405032,-0.260287,0.066188,-0.309968,-0.600640,-0.757775,-0.214611,1.178518,-0.250934
306,0.612000,1.419052,2613.726,2729.528,-33.246368,8.926356,2.368171,-0.576874,0.399339,-0.005716,-3.517138,-1.167913,0.606252,0.521825,-0.963293,-1.610033,-0.207863,0.070504,-0.315161,-0.599497,-0.529906,-0.129351,1.132568,-0.153835
307,0.614000,1.411286,2621.764,2693.615,-33.336758,8.927734,1.990198,-0.725283,0.591055,-0.087823,-3.667510,-1.378276,0.420843,0.473021,-1.054053,-1.792841,-0.232667,-0.000515,-0.293346,-0.586742,-0.307590,-0.027352,1.058186,-0.038172
308,0.616000,1.416485,2597.711,2644.775,-33.436302,9.009310,1.761718,-0.738119,0.898648,-0.180210,-3.725811,-1.513435,0.226648,0.395750,-1.119489,-1.944893,-0.336035,-0.139618,-0.278300,-0.588883,-0.112471,0.078554,0.946086,0.083618
309,0.618000,1.442634,2546.836,2585.921,-33.512363,9.151360,1.686693,-0.623567,1.292208,-0.304100,-3.729020,-1.605004,0.010840,0.292660,-1.160211,-2.040395,-0.498590,-0.308812,-0.286872,-0.615301,0.035561,0.169865,0.786510,0.194899
310,0.620000,1.494292,2480.840,2520.451,-33.542130,9.328643,1.748124,-0.418659,1.730769,-0.455304,-3.718480,-1.691290,-0.218036,0.192336,-1.161822,-2.053952,-0.677409,-0.437664,-0.307232,-0.648827,0.133130,0.234378,0.590681,0.279014
311,0.622000,1.569566,2414.468,2452.686,-33.507141,9.507872,1.892752,-0.180701,2.168958,-0.603576,-3.731439,-1.809751,-0.427487,0.131283,-1.133515,-2.006472,-0.837744,-0.455049,-0.316508,-0.667177,0.193865,0.285837,0.403371,0.329647
312,0.624000,1.659117,2361.098,2388.099,-33.390675,9.666683,2.057523,0.037634,2.555793,-0.707096,-3.776844,-1.974209,-0.567001,0.144760,-1.105387,-1.953311,-0.965750,-0.323525,-0.288380,-0.660027,0.228019,0.348069,0.272624,0.349989
313,0.626000,1.749818,2328.336,2331.148,-33.182709,9.815621,2.203542,0.211692,2.855877,-0.720134,-3.825258,-2.168125,-0.582009,0.273048,-1.099915,-1.940558,-1.055803,-0.043692,-0.187548,-0.632144,0.232365,0.442052,0.224141,0.341024
314,0.628000,1.829741,2317.077,2283.756,-32.907925,9.967906,2.301331,0.328907,3.064323,-0.613855,-3.854211,-2.380735,-0.449375,0.538348,-1.135108,-1.996206,-1.109920,0.349314,-0.002185,-0.617663,0.198985,0.582020,0.251845,0.295049
315,0.630000,1.891015,2323.997,2245.920,-32.650620,10.113159,2.362809,0.391863,3.172106,-0.401783,-3.846485,-2.583679,-0.201758,0.894599,-1.207351,-2.095058,-1.129970,0.776348,0.233320,-0.626595,0.153799,0.743306,0.312048,0.239480
316,0.632000,1.930635,2343.579,2217.006,-32.492802,10.228640,2.410964,0.402061,3.173598,-0.107736,-3.797776,-2.753763,0.104088,1.270684,-1.295629,-2.205339,-1.124663,1.165793,0.470674,-0.650657,0.126137,0.881232,0.368219,0.218163
317,0.634000,1.949408,2369.096,2196.160,-32.470680,10.301666,2.450236,0.356516,3.088139,0.258828,-3.709687,-2.898264,0.417633,1.619964,-1.373605,-2.316081,-1.109922,1.482255,0.676348,-0.682455,0.123597,0.966620,0.419655,0.250384
318,0.636000,1.950509,2393.370,2182.321,-32.584999,10.330653,2.474263,0.256146,2.948862,0.688436,-3.575912,-3.038041,0.693458,1.916250,-1.412609,-2.419970,-1.109472,1.696878,0.827462,-0.707928,0.141082,0.983872,0.478907,0.327862
319,0.638000,1.938188,2409.655,2174.525,-32.812408,10.317924,2.480474,0.117516,2.788238,1.149496,-3.398106,-3.183827,0.895497,2.137061,-1.398668,-2.513933,-1.143642,1.788033,0.917901,-0.707655,0.165189,0.936032,0.567507,0.431002
320,0.640000,1.916519,2412.938,2172.086,-33.108070,10.276329,2.487335,-0.020455,2.630331,1.583622,-3.196567,-3.323007,1.004456,2.255395,-1.337417,-2.590495,-1.207559,1.758802,0.958254,-0.668444,0.172786,0.845703,0.712611,0.531639
321,0.642000,1.888363,2401.118,2174.559,-33.397713,10.254885,2.548742,-0.095168,2.513789,1.958936,-2.978986,-3.412324,1.029867,2.260014,-1.227504,-2.620970,-1.261800,1.648145,0.983459,-0.572535,0.143299,0.738443,0.917764,0.586721
322,0.644000,1.854723,2375.797,2181.620,-33.632442,10.289129,2.699019,-0.082843,2.454702,2.264432,-2.746364,-3.412194,0.998507,2.163033,-1.063315,-2.580608,-1.266278,1.506221,1.028255,-0.416152,0.060220,0.628449,1.152699,0.565038
323,0.646000,1.815132,2341.230,2193.001,-33.847076,10.338613,2.893037,-0.056053,2.386843,2.451195,-2.536717,-3.340961,0.922280,1.979817,-0.870501,-2.488467,-1.215815,1.357841,1.083582,-0.244461,-0.090766,0.526262,1.383827,0.490601
324,0.648000,1.768273,2303.010,2208.868,-34.070549,10.388362,3.098846,-0.068776,2.258360,2.481203,-2.387607,-3.229562,0.835296,1.757166,-0.667379,-2.354207,-1.095458,1.225510,1.115038,-0.128043,-0.318870,0.426311,1.563682,0.398297
325,0.650000,1.713186,2266.101,2229.805,-34.325089,10.422627,3.293798,-0.115248,2.078055,2.357100,-2.309547,-3.095783,0.768363,1.528754,-0.478794,-2.191875,-0.896898,1.131755,1.102091,-0.103036,-0.595310,0.330344,1.635547,0.289584
326,0.652000,1.650128,2233.483,2256.469,-34.638748,10.410299,3.467588,-0.160302,1.867845,2.104305,-2.276805,-2.938860,0.722929,1.299282,-0.320741,-2.026048,-0.648924,1.077788,1.043135,-0.167469,-0.872374,0.248843,1.561581,0.160425
327,0.654000,1.581410,2205.359,2288.704,-35.032021,10.329883,3.630774,-0.176852,1.625346,1.749606,-2.244639,-2.748193,0.681624,1.065935,-0.183450,-1.873967,-0.405235,1.039765,0.945387,-0.299279,-1.113371,0.189077,1.338676,0.024404
